name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
Coolpad Note 6,1,2018,170,LCD,5.5,401,1.4,4.0,64.0,13.0,8.0,4.0,4070,126.0
Coolpad Cool Play 6,1,2017,175,LCD,5.5,401,1.5,6.0,64.0,13.0,8.0,4.1,4060,210.0
Coolpad Cool M7,1,2017,152,LCD,5.5,401,2.0,4.0,64.0,12.0,13.0,4.1,3200,399.0
Coolpad Defiant,1,2017,184,OTHER,5.0,196,1.4,1.0,8.0,5.0,2.0,4.2,2450,100.0
Coolpad Note 5 Lite,1,2017,148,LCD,5.0,294,1.0,3.0,16.0,13.0,8.0,4.0,2500,136.79999999999998
Coolpad Cool1 dual,1,2016,167,LCD,5.5,401,1.2,4.0,64.0,13.0,8.0,4.1,4060,228.0
Coolpad Conjr,1,2017,148,LCD,5.0,294,1.0,3.0,16.0,13.0,8.0,4.0,2500,239.4
Coolpad Cool S1,1,2016,168,LCD,5.5,401,2.35,6.0,128.0,16.0,8.0,4.1,4070,478.8
Coolpad Mega 3,1,2016,170,LCD,5.5,267,1.2,2.0,16.0,8.0,8.0,4.0,3050,125.4
Coolpad Note 5,1,2016,173,LCD,5.5,401,1.5,4.0,64.0,13.0,8.0,4.0,4010,205.2
Coolpad Modena 2,1,2016,143,LCD,5.5,267,1.0,2.0,16.0,8.0,8.0,4.1,2500,205.2
Coolpad Mega,1,2016,143,LCD,5.5,233,1.0,3.0,16.0,8.0,8.0,4.0,2500,91.2
Coolpad Torino,1,2016,163,LCD,5.5,267,1.36,3.0,16.0,13.0,5.0,4.0,2500,228.0
Coolpad Note 3 Plus,1,2016,168,LCD,5.5,401,1.3,3.0,16.0,13.0,5.0,4.0,3000,136.79999999999998
Coolpad Max,1,2016,170,LCD,5.5,401,1.5,4.0,64.0,13.0,5.0,4.0,2800,433.2
Coolpad Porto S,1,2016,125,LCD,5.0,294,1.0,1.0,8.0,8.0,2.0,4.0,2000,148.2
Coolpad Torino S,1,2016,120,LCD,4.7,312,1.2,2.0,16.0,8.0,5.0,4.1,1800,205.2
Coolpad Note 3 Lite,1,2016,142,LCD,5.0,294,1.3,3.0,16.0,13.0,5.0,4.0,2500,125.4
Coolpad Modena,1,2015,158,LCD,5.5,200,1.2,1.0,8.0,8.0,2.0,4.0,2500,182.4
Coolpad Porto,1,2015,119,LCD,4.7,234,1.2,1.0,8.0,8.0,5.0,4.0,1800,170.99999999999997
Dell Venue 10 7000,1,2015,597,OLED,10.5,288,2.3,2.0,32.0,8.0,2.0,4.0,7000,524.4
Dell Venue 8 7000,1,2014,305,OLED,8.4,359,2.3,2.0,32.0,8.0,2.0,4.0,5900,285.0
Dell Venue 8,0,2013,292,LCD,8.0,189,2.0,2.0,32.0,5.0,2.0,4.0,4100,148.2
Dell Venue 7,0,2013,234,LCD,7.0,216,1.6,2.0,16.0,3.15,0.0,4.0,4100,114.0
Dell Streak Pro D43,0,2011,145,OLED,4.3,256,1.5,1.0,8.0,8.0,1.3,2.1,1520,513.0
Dell Streak 7,0,2011,453,OTHER,7.0,133,1.0,0.0,16.0,5.0,1.3,2.1,2780,239.4
Dell Streak 7 Wi-Fi,0,2011,453,OTHER,7.0,133,1.0,0.0,16.0,5.0,1.3,2.1,2780,159.6
Dell Venue,0,2010,164,OLED,4.1,228,1.0,0.512,1.0,8.0,0.0,0.0,1400,444.6
Dell XCD35,0,2010,120,OTHER,3.5,267,0.6,0.256,0.256,3.15,0.0,2.1,1250,319.2
Dell XCD28,0,2010,100,OTHER,2.8,143,0.6,0.256,0.256,3.15,0.0,2.1,1100,205.2
Dell Venue Pro,0,2010,192,OLED,4.1,228,1.0,0.512,16.0,5.0,0.0,2.1,1400,250.8
Dell Streak,0,2010,220,OTHER,5.0,187,1.0,0.512,16.0,5.0,0.0,2.0,1530,216.6
Energizer Power Max P490S,1,2018,139,OTHER,4.95,217,1.3,2.0,16.0,8.0,5.0,4.0,4000,148.2
Energizer Power Max P490,0,2018,139,OTHER,4.95,217,1.3,1.0,8.0,8.0,5.0,4.0,4000,102.6
Energizer Hardcase H500S,1,2018,142,OTHER,5.0,294,1.3,2.0,16.0,13.0,5.0,4.0,3000,262.2
Energizer Hardcase H240S,1,2018,256,OTHER,2.4,167,1.1,1.0,8.0,5.0,0.0,4.0,2000,136.79999999999998
Energizer Hardcase H550S,1,2018,203,LCD,5.5,401,1.5,3.0,32.0,16.0,8.0,4.0,4000,513.0
Energizer Power Max P600S,1,2018,190,LCD,5.9,409,2.5,6.0,64.0,13.0,8.0,4.1,4500,410.4
Energizer Power Max P550S,1,2017,203,LCD,5.5,267,1.3,2.0,16.0,13.0,5.0,4.0,5000,216.6
Energizer Energy S550,1,2017,180,LCD,5.5,267,1.3,1.0,8.0,13.0,5.0,4.0,3000,136.79999999999998
Energizer Energy S500E,0,2017,167,OTHER,5.0,196,1.3,1.0,8.0,5.0,2.0,4.0,2000,91.2
Energizer Energy E520 LTE,1,2017,206,LCD,5.2,282,1.3,2.0,16.0,13.0,5.0,4.0,4000,376.2
Energizer Energy 400 LTE,1,2017,204,OTHER,4.0,233,1.3,1.0,8.0,8.0,1.3,4.0,2500,205.2
Eten glofiish V900,0,2008,147,OTHER,2.8,286,0.667,0.128,0.128,3.15,0.0,2.0,1530,672.5999999999998
Eten glofiish M810,0,2008,179,OTHER,2.8,143,0.5,0.64,0.64,2.0,0.0,2.0,1530,262.2
Eten glofiish X650,0,2008,136,OTHER,2.8,286,0.5,0.64,0.64,2.0,0.0,2.0,1530,250.8
Eten glofiish X600,0,2007,136,OTHER,2.8,143,0.4,0.64,0.64,2.0,0.0,2.0,1530,193.8
Eten glofiish X500+,0,2007,146,OTHER,2.8,286,0.4,0.64,0.64,2.0,0.0,2.0,1530,205.2
Eten glofiish X800,0,2007,146,OTHER,2.8,286,0.5,0.64,0.64,2.0,0.0,2.0,1530,205.2
Eten glofiish M700,0,2006,165,OTHER,2.8,143,0.4,0.64,0.64,2.0,0.0,2.0,1530,330.6
Eten glofiish X500,0,2006,146,OTHER,2.8,143,0.4,0.64,0.64,2.0,0.0,2.0,1530,330.6
Eten M550,0,2006,165,OTHER,2.8,143,0.4,0.64,0.64,1.3,0.0,1.2,1440,250.8
Eten M600+,0,2006,174,OTHER,2.8,143,0.4,0.64,0.64,2.0,0.0,2.0,1440,364.8
Eten G500,0,2006,191,OTHER,2.8,143,0.4,0.64,0.64,1.3,0.0,2.0,1440,341.99999999999994
Eten M600,0,2005,165,OTHER,2.8,143,0.4,0.64,0.64,1.3,0.0,1.2,1440,353.4
Garmin-Asus nuvifone M20,0,2009,99,OTHER,2.8,286,0.528,0.0,8.0,3.15,0.0,2.0,920,341.99999999999994
Gigabyte GSmart Essence 4,0,2015,105,OTHER,4.0,233,1.0,0.512,4.0,2.0,0.0,4.0,1300,68.39999999999999
Gigabyte GSmart Classic Lite,0,2015,145,LCD,5.0,196,1.2,0.512,8.0,5.0,2.0,2.1,2100,91.2
Gigabyte GSmart Essence,0,2015,125,LCD,4.5,218,1.2,0.512,8.0,5.0,2.0,2.1,1600,79.8
Gigabyte GSmart Classic,0,2015,150,LCD,5.0,294,1.2,1.0,8.0,8.0,5.0,2.1,2000,114.0
Gigabyte GSmart Mika M2,0,2014,150,LCD,5.0,294,1.3,1.0,8.0,13.0,5.0,4.0,2000,216.6
Gigabyte GSmart T4,0,2014,121,LCD,4.0,233,1.3,0.512,4.0,8.0,0.0,3.0,1400,114.0
Gigabyte GSmart Aku A1,0,2013,147,OTHER,4.5,218,1.2,1.0,4.0,5.0,0.0,3.0,2000,170.99999999999997
Gigabyte GSmart Maya M1 v2,0,2013,147,LCD,4.5,245,1.2,1.0,4.0,8.0,2.0,3.0,1700,228.0
Gigabyte GSmart Sierra S1,0,2013,168,LCD,5.0,294,1.5,1.0,4.0,13.0,2.0,3.0,2000,250.8
Gigabyte GSmart Simba SX1,0,2013,165,LCD,5.0,294,1.4,1.0,4.0,13.0,2.0,3.0,1900,296.4
Gigabyte GSmart Maya M1,0,2013,150,LCD,4.5,245,1.0,1.0,4.0,8.0,2.0,3.0,1700,250.8
Gigabyte GSmart Rio R1,0,2013,130,LCD,4.0,233,1.0,0.512,4.0,5.0,0.0,3.0,1500,170.99999999999997
Gigabyte GSmart GS202,0,2012,147,LCD,4.3,217,1.0,0.512,4.0,5.0,0.0,3.0,1500,125.4
Gigabyte GSmart G1362,0,2012,155,OTHER,4.3,228,1.2,0.512,4.0,5.0,0.0,3.0,1550,239.4
Gigabyte GSmart G1355,0,2012,168,OTHER,4.3,217,0.8,0.512,1.0,5.0,0.0,2.1,1500,216.6
Gigabyte GSmart G1310,0,2011,117,OTHER,3.2,180,0.528,0.256,0.256,5.0,0.0,2.1,1260,11.4
Gigabyte GSmart G1317 Rola,0,2010,116,OTHER,3.2,146,0.528,0.256,0.512,3.15,0.0,2.1,1260,148.2
Gigabyte GSmart S1205,0,2010,114,OTHER,3.2,146,0.416,0.128,0.256,3.15,0.0,2.1,1320,170.99999999999997
Gionee F205,1,2018,135,LCD,5.45,295,1.3,2.0,16.0,8.0,5.0,4.2,2670,148.2
Gionee S11S,1,2017,177,OLED,6.01,402,2.3,6.0,64.0,16.0,20.0,4.2,3600,570.0
Gionee S11,1,2017,165,LCD,5.99,403,2.5,4.0,64.0,16.0,16.0,4.0,3410,364.8
Gionee S11 lite,1,2017,141,LCD,5.7,282,1.4,4.0,32.0,13.0,16.0,4.0,3030,228.0
Gionee M7 Plus,1,2017,241,OLED,6.43,376,2.2,6.0,128.0,16.0,8.0,5.0,5000,763.8
Gionee M7 Power,1,2017,199,LCD,6.0,268,1.4,4.0,64.0,13.0,8.0,4.1,5000,296.4
Gionee M7,1,2017,180,OLED,6.01,402,2.3,6.0,64.0,16.0,8.0,4.2,4000,410.4
Gionee X1s,1,2017,166,LCD,5.2,282,1.5,3.0,16.0,13.0,16.0,4.0,4000,182.0
Gionee A1 Lite,1,2017,161,LCD,5.3,277,1.3,3.0,32.0,13.0,20.0,4.1,4000,210.0
Gionee S10,1,2017,178,LCD,5.5,401,2.5,4.0,64.0,16.0,20.0,4.0,3450,380.0
Gionee S10B,1,2017,176,LCD,5.5,401,1.8,4.0,64.0,13.0,16.0,4.0,3700,240.0
Gionee S10C,1,2017,151,LCD,5.2,282,1.4,4.0,32.0,13.0,16.0,4.0,3100,200.0
Gionee M6s Plus,1,2017,215,OLED,6.0,367,1.95,6.0,256.0,12.0,8.0,4.0,6020,524.4
Gionee A1 Plus,1,2017,226,LCD,6.0,367,2.5,4.0,64.0,13.0,20.0,4.0,4550,421.8
Gionee A1,1,2017,182,LCD,5.5,401,2.0,4.0,64.0,13.0,16.0,4.0,4010,319.2
Gionee F5,1,2017,162,LCD,5.3,277,1.5,4.0,32.0,13.0,8.0,4.0,4000,285.0
Gionee M2017,1,2016,238,OLED,5.7,515,1.95,6.0,128.0,12.0,8.0,4.0,7000,1311.0
Gionee Steel 2,1,2016,160,LCD,5.0,294,1.25,3.0,32.0,8.0,5.0,4.0,4000,239.4
Gionee P7,1,2016,167,LCD,5.0,294,1.3,2.0,16.0,8.0,5.0,4.0,2300,159.6
Gionee S9,1,2016,168,LCD,5.5,401,2.0,4.0,64.0,13.0,13.0,4.0,3000,421.8
Gionee P7 Max,1,2016,183,LCD,5.5,267,2.2,3.0,32.0,13.0,5.0,4.0,3100,216.6
Gionee S6s,1,2016,166,LCD,5.5,401,1.3,3.0,32.0,13.0,8.0,4.0,3150,319.2
Gionee S6 Pro,1,2016,170,LCD,5.5,401,1.8,4.0,64.0,13.0,8.0,4.0,3130,444.6
Gionee P5 Mini,0,2016,153,LCD,4.5,218,1.3,1.0,8.0,5.0,2.0,4.0,1800,102.6
Gionee W909,1,2016,207,LCD,4.2,350,2.0,4.0,64.0,16.0,5.0,4.0,2530,627.0
Gionee S8,1,2016,147,OLED,5.5,401,1.9,4.0,64.0,16.0,8.0,4.0,3000,513.0
Gionee Marathon M5 enjoy,1,2015,200,OTHER,5.5,267,1.0,3.0,16.0,8.0,5.0,4.0,5000,387.6
Gionee Marathon M5 Plus,1,2015,208,OLED,6.0,368,1.3,3.0,64.0,13.0,5.0,4.0,5020,478.8
Gionee Marathon M5 lite,1,2015,183,LCD,5.0,294,1.3,3.0,32.0,8.0,5.0,4.0,4000,193.8
Gionee Pioneer P5W,0,2015,153,LCD,5.0,294,1.3,1.0,16.0,5.0,2.0,4.0,2000,102.6
Gionee S6,1,2015,147,OLED,5.5,267,1.3,3.0,32.0,13.0,5.0,4.0,3150,330.6
Gionee F103,1,2015,136,LCD,5.0,294,1.3,2.0,16.0,8.0,5.0,2.0,2400,148.2
Gionee Elife E8,1,2015,210,OLED,6.0,490,2.0,3.0,64.0,24.0,8.0,4.0,3500,547.1999999999998
Google Pixel 3 XL,1,2018,184,OLED,6.3,523,2.5,4.0,128.0,12.2,8.0,5.0,3430,1094.4
Google Pixel 3,1,2018,148,OLED,5.5,443,2.5,4.0,128.0,12.2,8.0,5.0,2915,969.0
Google Pixel 2,1,2017,143,OLED,5.0,441,2.35,4.0,128.0,12.2,8.0,5.0,2700,627.0
Google Pixel 2 XL,1,2017,175,OLED,6.0,538,2.35,4.0,128.0,12.2,8.0,5.0,3520,604.1999999999998
Google Pixel XL,1,2016,168,OLED,5.5,534,2.15,4.0,128.0,12.3,8.0,4.2,3450,433.2
Google Pixel,1,2016,143,OLED,5.0,441,2.15,4.0,128.0,12.3,8.0,4.2,2770,330.6
Google Pixel C,0,2015,517,LCD,10.2,308,1.9,3.0,64.0,8.0,2.0,4.1,9240,387.6
Haier L7,1,2017,160,LCD,5.5,401,1.4,3.0,32.0,13.0,5.0,4.0,3000,136.79999999999998
HP Elite x3,1,2016,195,OTHER,5.96,494,2.15,4.0,64.0,16.0,8.0,4.0,4150,797.9999999999999
HP Pro Slate 10 EE G1,0,2015,855,LCD,10.1,149,1.33,2.0,32.0,5.0,2.0,4.0,8380,273.6
HP Pro Slate 8,0,2015,350,LCD,7.86,326,2.3,2.0,32.0,8.0,2.0,4.0,5900,444.6
HP Slate6 VoiceTab II,0,2014,160,LCD,6.0,245,1.2,1.0,16.0,8.0,2.0,3.0,3000,228.0
HP 7 VoiceTab,0,2014,305,OTHER,6.95,171,1.3,1.0,8.0,5.0,0.0,4.0,3000,159.6
HP 8,0,2014,313,LCD,7.85,163,1.0,1.0,16.0,2.0,0.0,4.0,3800,136.79999999999998
HP Slate7 VoiceTab Ultra,1,2014,239,LCD,7.0,323,1.6,2.0,16.0,13.0,5.0,4.0,5000,456.0
HP Slate7 VoiceTab,0,2014,325,LCD,7.0,216,1.2,1.0,16.0,5.0,2.0,3.0,4100,205.2
HP Slate6 VoiceTab,0,2014,160,LCD,6.0,245,1.2,1.0,16.0,5.0,2.0,3.0,3000,307.7999999999999
HP Slate10 HD,0,2013,626,OTHER,10.0,151,1.2,1.0,16.0,5.0,2.0,3.0,7000,250.8
HP Slate7 Extreme,0,2013,319,LCD,7.0,216,1.8,1.0,16.0,5.0,0.0,3.0,4100,170.99999999999997
HP Slate7 Plus,0,2013,340,OTHER,7.0,216,1.3,1.0,8.0,5.0,0.0,3.0,4000,125.4
HP Veer 4G,0,2011,103,OTHER,2.6,197,0.8,0.0,8.0,5.0,0.0,2.1,910,364.8
HP Veer,0,2011,103,OTHER,2.6,197,0.8,0.0,8.0,5.0,0.0,2.1,910,364.8
HP Pre 3,0,2011,156,OTHER,3.58,261,1.4,0.512,8.0,5.0,0.0,2.1,1230,399.0
HP TouchPad,0,2011,740,LCD,9.7,132,1.2,1.0,32.0,1.3,0.0,2.1,6300,319.2
HP iPAQ Voice Messenger,0,2008,107,OTHER,2.4,167,0.528,0.128,0.128,3.15,0.0,2.0,1260,91.2
HP iPAQ Data Messenger,0,2008,160,OTHER,2.81,142,0.528,0.128,0.128,3.15,0.0,2.0,1140,170.99999999999997
HP iPAQ 910c,0,2007,146,OTHER,2.46,163,0.416,0.128,0.128,3.15,0.0,2.0,1840,239.4
HP iPAQ 610c,0,2007,145,OTHER,2.8,143,0.52,0.128,0.128,3.15,0.0,2.0,1590,193.8
HP iPAQ 514,0,2007,102,OTHER,2.0,141,0.2,0.64,0.64,1.3,0.0,1.2,1100,102.6
HP iPAQ rw6815,0,2006,140,OTHER,2.7,148,0.416,0.64,0.64,2.0,0.0,1.2,1530,170.99999999999997
HP iPAQ rw6828,0,2006,140,OTHER,2.7,148,0.416,0.64,0.64,2.0,0.0,1.2,1530,330.6
HP iPAQ rw6818,0,2006,140,OTHER,2.7,148,0.416,0.64,0.64,2.0,0.0,1.2,1530,330.6
HP iPAQ hw6515,0,2005,165,OTHER,3.0,113,0.312,0.64,0.64,1.3,0.0,1.2,1200,319.2
HTC Desire 12s,1,2018,150,LCD,5.7,282,1.4,4.0,64.0,13.0,13.0,4.2,3075,228.0
HTC U12 life,1,2018,175,OTHER,6.0,402,1.8,6.0,128.0,16.0,13.0,5.0,3600,341.99999999999994
HTC U12+,1,2018,188,LCD,6.0,537,2.8,6.0,128.0,12.0,8.0,5.0,3500,740.9999999999999
HTC Desire 12+,1,2018,157,LCD,6.0,268,1.8,3.0,32.0,13.0,8.0,4.2,2965,285.0
HTC Desire 12,1,2018,137,LCD,5.5,293,1.3,2.0,32.0,13.0,5.0,4.2,2730,148.2
HTC U11+,1,2017,188,LCD,6.0,537,2.45,6.0,128.0,12.0,8.0,5.0,3930,752.4
HTC U11 Life,1,2017,142,LCD,5.2,424,2.2,4.0,64.0,16.0,16.0,5.0,2600,239.4
HTC U11,1,2017,169,LCD,5.5,534,2.45,6.0,128.0,12.0,16.0,4.2,3000,421.8
HTC One X10,1,2017,175,LCD,5.5,401,1.8,3.0,32.0,16.0,8.0,4.2,4000,228.0
HTC U Ultra,1,2017,170,LCD,5.7,513,2.15,4.0,128.0,12.0,16.0,4.2,3000,285.0
HTC U Play,1,2017,145,LCD,5.2,428,2.0,4.0,64.0,16.0,16.0,4.2,2500,170.99999999999997
HTC 10 evo,1,2016,174,LCD,5.5,534,1.5,3.0,64.0,16.0,8.0,4.1,3200,262.2
HTC Desire 650,1,2016,140,LCD,5.0,294,1.6,2.0,16.0,13.0,5.0,4.1,2200,193.8
HTC Desire 10 Pro,1,2016,165,LCD,5.5,400,1.8,4.0,64.0,20.0,13.0,4.2,3000,296.4
